,D,P,C,O,F,G
4118,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Orbaceae,uncultured
4119,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,
4120,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,
4121,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Poseidonibacter
4122,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Candidatus Actinomarina
4123,Archaea,Thermoplasmatota,Thermoplasmata,Marine Group III,,
4124,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Oikopleura
4125,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter
4126,Archaea,Altiarchaeota,Altiarchaeia,Altiarchaeales,Altiarchaeaceae,Candidatus Altiarchaeum
4127,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,uncultured,
4128,Archaea,Halobacterota,Halobacteria,Halobacterales,Halomicrobiaceae,
4129,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Spongiibacteraceae,Sinobacterium
4130,Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,,
4131,Bacteria,Firmicutes,Desulfotomaculia,Ammonifexales,,
4132,Bacteria,Firmicutes,Symbiobacteriia,Symbiobacteriales,Caldinitratiruptor,
4133,Bacteria,Bacteroidota,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobaculum
4134,Bacteria,Chloroflexi,Anaerolineae,MSB-5E12,,
4135,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Frateuria
4136,Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Holosporaceae,Candidatus Gortzia
4137,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,uncultured,
4138,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sutterellaceae,AAP99
4139,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Octadecabacter
4140,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Streptobacillus
4141,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Tersicoccus
4142,Archaea,Halobacterota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,JdFR-20
4143,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Falsarthrobacter
4144,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Oblitimonas
4145,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,uncultured
4146,Archaea,Crenarchaeota,Methanomethylicia,Methanomethyliales,Methanomethyliaceae,Candidatus Methanomethylicus
4147,Bacteria,Rs-K70 termite group,,,,
4148,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanobacterium
4149,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
4150,Bacteria,Patescibacteria,Microgenomatia,Candidatus Chisholmbacteria,,
4151,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Candidatus Xenohaliotis
4152,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Fodinicurvataceae,Limimonas
4153,Bacteria,Proteobacteria,Gammaproteobacteria,HglApr721,,
4154,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Chromobacteriaceae,Gulbenkiania
4155,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Ectothiorhodospiraceae,Thiohalospira
4156,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella
4157,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Coprococcus
4158,Bacteria,Proteobacteria,Gammaproteobacteria,CCD24,,
4159,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Melittangium
4160,Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinocorallia
4161,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,uncultured
4162,Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,
4163,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Candidatus Ovatusbacter
4164,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Pyrodictiaceae,
4165,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Natranaerovirga
4166,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,Fuerstia
4167,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter
4168,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Asaia
4169,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5 marine group
4170,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Coraliomargarita
4171,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Flexilinea
4172,Archaea,Halobacterota,Halobacteria,Halobacterales,Halomicrobiaceae,Haloarcula
4173,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Anabaena BECID22
4174,Bacteria,Firmicutes,Thermoanaerobacteria,Thermoanaerobacterales,Thermoanaerobacteraceae,Brockia
4175,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Microcystaceae,Crocosphaera
4176,Bacteria,Proteobacteria,Gammaproteobacteria,Granulosicoccales,Methylohalomonas,
4177,Bacteria,Proteobacteria,Alphaproteobacteria,AT-s3-44,,
4178,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,E1B-B3-114
4179,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Candidatus Soleaferrea
4180,Bacteria,Dependentiae,Babeliae,Babeliales,UBA12409,
4181,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Salinivirgaceae,uncultured
4182,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Telmatobacter
4183,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Actinospicaceae,Actinospica
4184,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Rathayibacter
4185,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Testudinibacter
4186,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Saprospira
4187,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidales UCG-001,
4188,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,uncultured
4189,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter
4190,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Candidatus Raymondbacteria,
4191,Bacteria,Firmicutes,Bacilli,Lactobacillales,uncultured,
4192,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Ornatilinea
4193,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,
4194,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Pleomorphomonadaceae,Methylobrevis
4195,Bacteria,Actinobacteriota,Actinobacteria,uncultured,,
4196,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 18
4197,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,
4198,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Cyanobacteriaceae,uncultured
4199,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Modicisalibacter
4200,Bacteria,Acidobacteriota,Acidobacteriae,Subgroup 13,,
4201,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Algicola
4202,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia
4203,Bacteria,Nitrospirota,661256,,,
4204,Archaea,Halobacterota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanosphaerula
4205,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Williamsia
4206,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,uncultured
4207,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter
4208,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,uncultured
4209,Bacteria,Firmicutes,Incertae Sedis,Thermolithobacterales,Thermolithobacteraceae,Thermolithobacter
4210,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,JTB255 marine benthic group
4211,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Z-35
4212,Bacteria,Firmicutes,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,Melghirimyces
4213,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] ventriosum group
4214,Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,Hydrogenedensaceae,Candidatus Hydrogenedens
4215,Bacteria,Chloroflexi,Dehalococcoidia,Sh765B-TzT-20,,
4216,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Umezawaea
4217,Bacteria,Deinococcota,Deinococci,Thermales,Thermaceae,
4218,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,Salisaeta
4219,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Thermonemataceae,Thermonema
4220,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,[Synechococcus] spongiarum group
4221,Bacteria,Proteobacteria,Gammaproteobacteria,AT-s16,,
4222,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Plot4-2H12
4223,Bacteria,Proteobacteria,Alphaproteobacteria,Ferrovibrionales,Ferrovibrionaceae,Ferrovibrio
4224,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Rs-M59 termite group,
4225,Archaea,Halobacterota,Halobacteria,Halobacterales,Haloferacaceae,Haloplanus
4226,Bacteria,Cyanobacteria,Cyanobacteriia,Phormidesmiales,Nodosilineaceae,uncultured
4227,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,
4228,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,uncultured
4229,Bacteria,Proteobacteria,Gammaproteobacteria,Immundisolibacterales,Immundisolibacteraceae,uncultured
4230,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Ruaniaceae,Ruania
4231,Bacteria,Chloroflexi,Dehalococcoidia,H3.93,,
4232,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Rhodonellum
4233,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulforhopalus
4234,Bacteria,Myxococcota,Polyangia,VHS-B3-70,,
4235,Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
4236,Bacteria,Cyanobacteria,Cyanobacteriia,Leptolyngbyales,Leptolyngbyaceae,Calenema
4237,Archaea,Crenarchaeota,Thermoprotei,Geoarchaeales,SCGC AAA261-C22,
4238,Bacteria,Proteobacteria,Gammaproteobacteria,I3A,,
4239,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anaerobacillus
4240,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Colwellia
4241,Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Haloactinospora
4242,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Povalibacter
4243,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,,
4244,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,Acetonema
4245,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Gibbsiella
4246,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Methylorhabdus
4247,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,E6aC02,
4248,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Xenococcaceae,Xenococcus CRM
4249,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,IS-44
4250,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Candidatus Odyssella
4251,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Spongiibacteraceae,Zhongshania
4252,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Aestuariivita
4253,Bacteria,Firmicutes,Bacilli,Bacillales,Sporolactobacillaceae,Pullulanibacillus
4254,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Cerasibacillus
4255,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Sphaerotilus
4256,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Anabaenopsis
4257,Bacteria,Firmicutes,Limnochordia,,,
4258,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Enterovibrio
4259,Bacteria,Cyanobacteria,Cyanobacteriia,Phormidesmiales,Nodosilineaceae,MBIC10086
4260,Bacteria,Acidobacteriota,Acidobacteriae,Subgroup 15,,
4261,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Catenococcus
4262,Archaea,Thermoplasmatota,Thermoplasmata,JdFR-43,,
4263,Bacteria,Firmicutes,Thermoanaerobacteria,Thermoanaerobacterales,Thermoanaerobacteraceae,Caldanaerobacter
4264,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Wandonia
4265,Bacteria,Acidobacteriota,Holophagae,Holophagales,Holophagaceae,
4266,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,LK-44f,
4267,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Fokiniaceae,Candidatus Cyrtobacter
4268,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade
4269,Bacteria,Firmicutes,Thermoanaerobacteria,Caldicellulosiruptorales,Caldicellulosiraptoraceae,Caldicellulosiruptor
4270,Bacteria,Nitrospinota,MT5B39,,,
4271,Bacteria,Firmicutes,Sulfobacillia,Sulfobacillales,Sulfobacillaceae,uncultured
4272,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Holdemanella
4273,Archaea,Halobacterota,Halobacteria,Halobacterales,J07HX5,
4274,Bacteria,Myxococcota,Polyangia,Polyangiales,Phaselicystidaceae,Phaselicystis
4275,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,Ardenticatenaceae,uncultured
4276,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia
4277,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga
4278,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Halotia CENA158
4279,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011,AR20
4280,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,uncultured
4281,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Acidimicrobium
4282,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Catabacter
4283,Bacteria,Chloroflexi,NLS2-31,,,
4284,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidales BS11 gut group,
4285,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,,
4286,Bacteria,Bdellovibrionota,Oligoflexia,053A03-B-DI-P58,,
4287,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,MWH-Ta3
4288,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Galbitalea
4289,Bacteria,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,Candidatus Thiophysa
4290,Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,WX65,
4291,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Murdochiella
4292,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Savagea
4293,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Citreitalea
4294,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Blautia
4295,Bacteria,Cyanobacteria,Cyanobacteriia,Leptolyngbyales,Leptolyngbyaceae,Alkalinema CENA528
4296,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Nitratireductor
4297,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,B1-7BS,
4298,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Euzebyella
4299,Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Sphaerimonospora
4300,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Spongiibacteraceae,Spongiibacter
4301,Bacteria,Planctomycetota,Brocadiae,SM23-32,,
4302,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,
4303,Bacteria,Actinobacteriota,Actinobacteria,Glycomycetales,Glycomycetaceae,uncultured
4304,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Candidatus Profftella
4305,Archaea,Halobacterota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus
4306,Archaea,Crenarchaeota,Nitrososphaeria,Caldiarchaeales,Caldiarchaeaceae,Candidatus Caldiarchaeum
4307,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Dermacoccaceae,Branchiibius
4308,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,
4309,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Spirosoma
4310,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Palaeococcus
4311,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Frederiksenia
4312,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Pedococcus-Phycicoccus
4313,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus Paenicardinium
4314,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Nibrella
4315,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Gallionellaceae,Candidatus Nitrotoga
4316,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,UBA1819
4317,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus
4318,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,p-1088-a5 gut group
4319,Bacteria,Proteobacteria,Alphaproteobacteria,Zavarziniales,Zavarziniaceae,
4320,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Subsaximicrobium
4321,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Krasilnikovia
4322,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Bernardetiaceae,Hugenholtzia
4323,Bacteria,Bacteroidota,Rhodothermia,Balneolales,Balneolaceae,ML310M-34
4324,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Tepidimonas
4325,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pelagibaca
4326,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Parasphingopyxis
4327,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,U29-B03
4328,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Negadavirga
4329,Bacteria,Acidobacteriota,Vicinamibacteria,11B-2,,
4330,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya
4331,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Pisciglobus
4332,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Tahibacter
4333,Bacteria,Acidobacteriota,Blastocatellia,11-24,,
4334,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces
4335,Bacteria,Planctomycetota,Planctomycetes,uncultured,,
4336,Bacteria,Firmicutes,Desulfitobacteriia,Desulfitobacteriales,Heliobacteriaceae,Heliophilum
4337,Bacteria,Cyanobacteria,Cyanobacteriia,Leptolyngbyales,Leptolyngbyaceae,Leptolyngbya FYG
4338,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,
4339,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Ammoniphilus
4340,Bacteria,Halanaerobiaeota,Halanaerobiia,Halanaerobiales,Halobacteroidaceae,Sporohalobacter
4341,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Brevibacteriaceae,Spelaeicoccus
4342,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Fabibacter
4343,Bacteria,Actinobacteriota,Actinobacteria,Glycomycetales,Glycomycetaceae,Salininema
4344,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thioalkalicoccus
4345,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Kerstersia
4346,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Gelidibacter
4347,Bacteria,Chloroflexi,Dehalococcoidia,Dehalococcoidales,uncultured,
4348,Bacteria,Firmicutes,Bacilli,Thermicanales,Thermicanaceae,Thermicanus
4349,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Pleomorphomonadaceae,Chthonobacter
4350,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Hungatella
4351,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas
4352,Bacteria,Desulfobacterota,Desulfuromonadia,Desulfuromonadales,Geopsychrobacteraceae,
4353,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Zobellia
4354,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,uncultured
4355,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Paraspirulinaceae,Spirulina PCC-9445
4356,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Azoarcus
4357,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dokdonella
4358,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Catellatospora
4359,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Chromatium
4360,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Jeotgalibaca
4361,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,SHA-41,
4362,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Oceanivirga
4363,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Spirilliplanes
4364,Bacteria,Deferribacterota,Deferribacteres,Deferribacterales,Deferribacteraceae,
4365,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,Melioribacteraceae,Melioribacter
4366,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Membranicola
4367,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,
4368,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Roseisolibacter
4369,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,UTBCD1
4370,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Anditalea
4371,Bacteria,Nitrospirota,Thermodesulfovibrionia,Magnetobacteriales,Magnetobacteriaceae,Candidatus Magnetobacterium
4372,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Sinomicrobium
4373,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Alloscardovia
4374,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae XPB1014 group
4375,Bacteria,Deinococcota,Deinococci,Thermales,Thermaceae,Marinithermus
4376,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aureivirga
4377,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,uncultured
4378,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulfofustis
4379,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Leptolinea
4380,Bacteria,Cyanobacteria,Cyanobacteriia,Phormidesmiales,Nodosilineaceae,Nodosilinea PCC-7104
4381,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Thermodesulforhabdaceae,Thermodesulforhabdus
4382,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudophaeobacter
4383,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Saccharospirillaceae,
4384,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,SEEP-SRB4
4385,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Zavarzinella
4386,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,uncultured
4387,Bacteria,Firmicutes,Desulfotomaculia,Desulfotomaculales,Pelotomaculaceae,Cryptanaerobacter
4388,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Erysipelotrichaceae UCG-002
4389,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Halodurantibacterium
4390,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Aggregicoccus
4391,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Candidatus Paracaedibacter
4392,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,
4393,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Sphaerochaeta
4394,Bacteria,Deinococcota,Deinococci,Thermales,Thermaceae,Vulcanithermus
4395,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Brumimicrobium
